token,start_time,5m,start_liq,max_eth_1st,buyers_1st,buyers_1st_banana,volume_1st,liq_x_1st,buyers_1m,buyers_1m_banana,volume_1m,liq_x_1m,buyers_5m,buyers_5m_banana,volume_5m,liq_x_5m,liq_max_x_5m,liq_upside_x_5m,sell_rate_5m,6h_5m
7d5736ee,2023-11-15 02:43:35,0.24442435513181596,1.0,0.3465,52,44,9.25569,10.25569,62,45,5.081733720652366,6.081733720652366,71,49,3.8321793492863927,4.832179349286393,10.506924746163943,2.174365640570768,0.04225352112676056,0.0
a176cd78,2023-11-15 01:28:11,0.9884143454295811,1.0000000000000002,0.05773171808071443,28,25,0.9100788829484121,1.9100788829484119,39,26,1.5248061853462385,2.5248061853462382,59,30,2.767421823529311,3.76742182352931,3.76742182352931,1.0,0.01694915254237288,0.0
1a113509,2023-11-15 02:32:35,1.1523131101633663,4.0,0.12609519341070696,10,10,1.0290545987992257,1.2572636496998064,11,10,1.0300445987992255,1.2575111496998064,24,11,1.9891975084041578,1.4972993771010394,1.5391086496998065,1.0279231216136049,0.041666666666666664,0.0
8f5c22e9,2023-11-15 01:29:47,1.5571662554851262,3.0,0.0699112158207112,2,1,0.13677848429279438,1.0455928280975981,13,1,0.6577684842927942,1.2192561614309314,32,2,1.9017060975710605,1.6339020325236868,1.6339020325236868,1.0,0.03125,1.2356922937146848e-05
20197fc8,2023-11-15 01:28:59,1.338421084331114,1.0,0.05735150467314619,40,9,1.1158150815794534,2.1158150815794534,47,9,1.8668050815794532,2.8668050815794532,52,10,2.124845456522118,3.124845456522118,3.477125085668294,1.1127350565164444,0.057692307692307696,0.057491452633787854
d8bace2b,2023-11-15 01:31:47,0.5737978750963174,3.0,0.07052744322456503,11,11,0.6421379416100486,1.2140459805366828,20,12,0.891908263025107,1.2973027543417024,23,13,-0.10469097605511868,0.9651030079816271,1.414820193259515,1.4659784308603558,0.6521739130434783,0.0
43450aa0,2023-11-15 01:45:35,0.6401004473101795,1.0,0.012696311023368436,1,0,0.012696311023368434,1.0126963110233684,2,1,0.025718664046431527,1.0257186640464315,2,1,0.025718664046431527,1.0257186640464315,1.0257186640464315,1.0,0.0,0.0
ba094e03,2023-11-15 15:06:11,0.9216012201287765,28.829992026199427,,0,0,3.986900285468664e-06,1.0000001382900239,0,0,3.986900285468664e-06,1.0000001382900239,1,0,0.0008013429002886596,1.0000277954603511,1.0000277954603511,1.0,1.0,0.8982781596249096
3d925146,2023-11-15 01:47:59,0.7866597214100961,1.0,0.010337606448591169,12,1,0.11849204324688012,1.1184920432468801,14,2,0.14362953777399357,1.1436295377739936,28,8,0.37244333761157344,1.3724433376115734,1.3724433376115734,1.0,0.0,0.0
9dce692a,2023-11-15 01:38:47,0.6152864891383539,1.0,0.10290533888088783,31,31,1.394229916182363,2.394229916182363,36,32,1.649433811262472,2.649433811262472,53,34,0.8682947785126613,1.8682947785126613,3.0906067843144083,1.6542393737110492,0.20754716981132076,0.0
60fef4b6,2023-11-15 01:51:11,0.7893993393611749,0.9999999999999999,0.00819334640390052,4,4,0.03201206411156565,1.0320120641115658,4,4,0.03201206411156565,1.0320120641115658,23,5,0.20204241890496133,1.2020424189049614,1.2020424189049614,1.0,0.0,0.0
533ee66c,2023-11-15 02:19:47,0.9892536941098545,2.3,0.02,1,0,0.020000000000000018,1.008695652173913,1,0,0.020000000000000018,1.008695652173913,1,0,0.020000000000000018,1.008695652173913,1.008695652173913,1.0,0.0,1.004303879310345
56cb580e,2023-11-15 02:03:47,1.629423043707905,0.9999999999999999,0.021342910641899835,28,28,0.4257491167001929,1.425749116700193,84,37,3.116422225606435,4.116422225606436,122,44,3.6621264678109133,4.662126467810914,5.2432767825125035,1.1246534856388113,0.040983606557377046,0.2537749478182972
19210613,2023-11-15 02:12:35,1.3267586885618794,0.9999999999999999,0.057218114675482094,14,14,0.5404260832933291,1.5404260832933292,25,21,1.387251678427683,2.3872516784276834,36,24,1.4593419891870463,2.4593419891870467,2.4593419891870467,1.0,0.2222222222222222,0.0
470e456c,2023-11-15 02:48:59,0.5588163788143157,1.0,0.15,46,35,2.635264040547438,3.635264040547438,52,37,2.974114040547438,3.974114040547438,57,37,2.946977336167701,3.946977336167701,4.333125335660176,1.097833852744491,0.03508771929824561,0.06106589306467602
704a109c,2023-11-15 02:34:23,0.5251119812806728,1.02,0.028022262835461335,1,0,0.028022262835461387,1.0274728067014327,1,0,0.028022262835461387,1.0274728067014327,1,0,0.028022262835461387,1.0274728067014327,1.0274728067014327,1.0,0.0,0.0
44c445dc,2023-11-15 02:38:35,3.062120177892028,2.0,0.023967018615608248,9,9,0.19842271655389787,1.099211358276949,14,9,0.3183665718212305,1.1591832859106153,67,18,1.947097103193788,1.973548551596894,1.973548551596894,1.0,0.16417910447761194,0.0
e72204c4,2023-11-15 02:44:23,0.7933566627732321,1.9999999999999998,0.07816177300275451,13,10,0.6601419210927666,1.3300709605463834,23,14,1.587824697844171,1.7939123489220856,34,15,1.6700813655491167,1.8350406827745585,2.1854934500316534,1.1909782004000122,0.029411764705882353,0.6905752146047698
2f7004cb,2023-11-15 02:45:59,0.9436768684972787,1.0,0.015036539940343823,13,13,0.1693766746205987,1.1693766746205987,16,13,0.21680517759462625,1.2168051775946263,20,13,0.2088162392585977,1.2088162392585977,1.268370907221785,1.049266932416224,0.15,0.0
dbd42703,2023-11-15 02:54:59,1.0611698896100972,1.5000000000000002,0.04,6,5,0.2212917839776818,1.1475278559851212,16,5,0.6326821215203797,1.4217880810135863,34,5,0.77835669815337,1.5189044654355799,1.7958664728604379,1.182343270250004,0.17647058823529413,0.0
726eace8,2023-11-15 02:56:47,1.0387062670777418,0.75,0.025016737671615295,18,18,0.32256761093283415,1.4300901479104455,32,24,0.7874031902156113,2.0498709202874816,41,27,0.5436488033433478,1.7248650711244637,2.5572105747269607,1.4825568779474902,0.3170731707317073,0.9446299899964363
7da8c1c4,2023-11-24 20:06:59,1.0934907417231539,3.937873814202745,0.151,4,0,0.6658179162444267,1.1690805616581768,6,0,0.1522453683518865,1.0386618199401876,8,1,0.28800536835188684,1.0731372771044965,1.1690805616581768,1.0894044840307395,0.0,1.0
fb50aad3,2023-11-15 04:13:23,1.2417988590248856,6.3,0.0297,2,1,0.05445000000000011,1.0086428571428572,3,1,0.05945,1.009436507936508,8,1,1.7376138343852743,1.2758117197436942,1.2758117197436942,1.0,0.0,0.8268598269569246
449b7efc,2023-11-15 23:25:11,0.20620123185949316,1.0,0.16159082305720465,36,34,2.7622214912377734,3.7622214912377734,47,35,2.3553005111317105,3.3553005111317105,60,35,0.5774398648337806,1.5774398648337806,3.7622214912377734,2.3850173785447026,0.31666666666666665,0.34882567663883
588e0da0,2023-11-16 22:05:47,0.637507701416224,1.2999999999999998,0.13793550651687556,31,31,1.9943614428559067,2.534124186812236,39,33,2.469317066063743,2.8994746662028796,44,33,2.4478940605408566,2.8829954311852743,3.4715422860697185,1.204144220458399,0.045454545454545456,0.07291576311741915
15584ffc,2023-11-15 03:40:35,0.9025398244006964,1.0,0.024068300214185427,3,3,0.0690982511189775,1.0690982511189775,3,3,0.0690982511189775,1.0690982511189775,4,3,0.11909825111897754,1.1190982511189775,1.1190982511189775,1.0,0.0,0.9054155330289131
31eb3ab0,2023-11-15 03:51:59,1.1856089999565513,2.0,0.2475,2,0,0.4950000000000001,1.2475,2,0,0.4950000000000001,1.2475,7,0,0.8412608379659421,1.420630418982971,1.420630418982971,1.0,0.0,1.1915850377341002
fffac841,2023-11-15 04:11:59,1.1908253483165396,2.1999999999999997,0.15,40,32,2.993739668895095,2.3607907585886796,60,33,3.4078175239342747,2.5490079654246705,72,38,5.988217861838061,3.7219172099263913,3.994386323318558,1.0732066561463238,0.013888888888888888,0.05177753487424762
4cfc5ea3,2023-11-16 01:28:35,1.189999768447512,4.307540550065477,0.2970732412057233,6,2,-3.180444392884512,0.26165654021848556,27,9,-2.566417543218106,0.4042035093136628,33,11,-2.7837185596793774,0.35375685328439604,0.42626101385632004,1.2049547871617787,0.3333333333333333,0.0
9010cbb8,2023-11-15 03:53:35,2.034804819751446,1.0,0.041829270190664666,8,8,0.2720908504033983,1.2720908504033983,12,8,0.4287907655200329,1.428790765520033,26,8,1.4944523647006496,2.4944523647006496,2.4944523647006496,1.0,0.0,0.0
5eb9da93,2023-11-15 04:10:47,3.104046811546931,1.0,0.013568767330540105,3,3,0.03967230173148106,1.039672301731481,55,4,1.5778412324146105,2.5778412324146105,83,7,2.1693661816999734,3.1693661816999734,3.9970652331533154,1.2611560179547898,0.26506024096385544,0.015999128355513478
2edb5d63,2023-11-15 03:54:59,1.4963437278119454,1.5,0.03,7,0,0.20999999999999996,1.14,14,0,0.4721542968750001,1.31476953125,33,2,1.154426177965401,1.769617451976934,1.87176953125,1.0577255152852083,0.06060606060606061,0.0
76d60242,2023-11-15 03:58:35,5.308381074825578,1.0,0.01846490625400421,15,5,0.22889119818999726,1.2288911981899973,21,10,0.349009955924241,1.349009955924241,60,33,2.4116596032548663,3.4116596032548663,3.4116596032548663,1.0,0.0,0.058925679575363876
7631eeee,2023-11-15 04:12:35,1.1952130051029501,0.9999999999999999,0.033405878143923894,2,2,0.06478226714136659,1.0647822671413667,4,2,0.06478226958950561,1.0647822695895057,10,3,0.16693994917850763,1.1669399491785077,1.1669399491785077,1.0,0.2,0.0003520025067402488
abc964cf,2023-11-15 04:30:35,3.040094870565484,1.0,0.0915581244775953,22,17,1.1470728139306425,2.1470728139306425,25,18,1.500138423190279,2.500138423190279,60,35,3.092308699285037,4.092308699285037,4.092308699285037,1.0,0.6166666666666667,0.07142241204164006
8fe5c32e,2023-11-15 04:23:59,0.6704961726282512,1.0,0.03289624932733949,11,1,0.2964101608162504,1.2964101608162504,11,1,0.2964101608162504,1.2964101608162504,15,1,0.44324826706985965,1.4432482670698596,1.4432482670698596,1.0,0.0,0.0
7c26a7c4,2023-11-15 04:41:11,0.6627952727986508,0.9999999999999999,0.07791341936304086,17,17,0.7987809168064669,1.798780916806467,17,17,0.7987809168064669,1.798780916806467,22,17,0.7819401707869799,1.78194017078698,1.798780916806467,1.0094507920611326,0.13636363636363635,0.12804300300036123
54efb40c,2023-11-15 05:37:47,0.4353009278328462,1.25,0.019864874064087417,151,99,1.4501799917469351,2.160143993397548,306,169,9.669176151337497,8.735340921069998,372,189,12.063387732698681,10.650710186158944,12.760331383705154,1.1980732890739767,0.16129032258064516,0.5406648176195915
59f3ff6b,2023-11-15 04:45:47,0.14036192345444545,1.6,0.10351440488198327,8,8,0.6081864893389466,1.3801165558368416,17,8,1.0461864893389463,1.6538665558368415,46,12,0.2908147437387567,1.1817592148367229,2.1504290558368413,1.8196846098923412,0.15217391304347827,0.0
4d046f62,2023-11-15 04:50:23,1.062705547944923,1.5000000000000002,0.04425039825358428,1,1,0.04425039825358423,1.0295002655023895,1,1,0.04425039825358423,1.0295002655023895,16,7,0.812810139391323,1.541873426260882,1.541873426260882,1.0,0.0625,0.25260291080118713
9bf28130,2023-11-15 04:56:47,1.9132287061600384,3.0,0.198,6,5,0.3811499999999999,1.1270499999999999,14,5,0.8605806326749961,1.2868602108916654,46,15,3.9300306444060364,2.3100102148020123,2.5516821046394096,1.1046194031042893,0.17391304347826086,0.0
b9648da9,2023-11-15 04:51:23,0.4117238645966056,0.7188007899663827,0.0868630940975194,1,0,0.08686309409751936,1.1208444610941257,1,0,-0.003929097356169198,0.9945338160293995,7,0,-0.21774880108532502,0.6970665528963751,1.1208444610941257,1.6079446882609914,1.2857142857142858,0.013370062811998143
aace5aa1,2023-11-15 04:56:47,2.9231722801923783,1.0,0.027479699372088873,1,0,0.02747969937208894,1.027479699372089,7,0,0.21617765072061834,1.2161776507206183,23,1,1.5457773723021542,2.545777372302154,2.545777372302154,1.0,0.0,0.0
70ef6843,2023-11-15 05:04:23,1.5645326780193671,1.0,0.297,71,66,4.401781935930346,5.401781935930346,93,74,2.65819786496483,3.65819786496483,134,88,2.408543000104828,3.408543000104828,5.401781935930346,1.5847774065822897,0.208955223880597,0.1915755849235789
7247440a,2023-11-15 05:02:47,2.0813424107814917,0.9999999999999999,0.025,1,0,0.025000000000000022,1.0250000000000001,19,0,0.9387828102550252,1.9387828102550253,20,1,1.037618614507152,2.0376186145071524,2.0376186145071524,1.0,0.0,0.0
3fdad357,2023-11-15 06:30:11,0.8779404389013176,0.9999999999999999,0.12672,28,28,1.6306374866663287,2.630637486666329,31,28,1.8887421969517035,2.888742196951704,40,31,1.7471530735985703,2.7471530735985707,2.984159033142406,1.0862732993736584,0.15,0.17166594616304978
6a4bdfef,2023-11-15 05:30:35,2.3219285686754376,1.0,0.06,41,24,1.3126796983562414,2.3126796983562414,58,28,2.1435677467858354,3.1435677467858354,85,38,3.05823481391006,4.05823481391006,4.470352580360321,1.1015509908489476,0.17647058823529413,0.09745059678055881
64f501f2,2023-11-15 20:05:47,0.4672554003356869,2.0,0.2475,18,16,2.1466541837084225,2.0733270918542113,41,27,4.798845657079679,3.3994228285398393,92,39,4.498861082610752,3.249430541305376,4.33098551954684,1.3328444675130606,0.043478260869565216,1.6699908676843604
0910a2f3,2023-11-15 05:21:59,1.7818533337728606,1.0,0.016897411325685074,12,0,0.175110235127937,1.175110235127937,23,0,0.4968908968069601,1.49689089680696,34,0,0.9765448572603475,1.9765448572603475,2.081779581385691,1.0532417585863483,0.029411764705882353,0.0
0b7a8f05,2023-11-15 05:24:35,0.4089547832140943,1.0,0.030322265624999997,1,0,0.030322265624999956,1.030322265625,5,0,0.08977984565532426,1.0897798456553243,10,1,0.28198980901098514,1.2819898090109851,1.2819898090109851,1.0,0.1,0.000286328419790585
57bc8b36,2023-11-15 05:31:47,1.0886196809966842,3.9999999999999996,0.06,6,0,0.36000000000000076,1.0900000000000003,16,0,1.149261714014402,1.2873154285036006,32,0,1.7124906595605354,1.428122664890134,1.6776774845721236,1.1747432666795383,0.03125,0.0
b2c1998a,2023-11-15 05:27:35,0.7070948496960314,0.7999999999999999,0.13518330401777426,34,34,1.75701624676217,3.1962703084527124,67,43,2.645681149675821,4.307101437094776,106,53,4.596006550331546,6.745008187914433,6.745008187914433,1.0,0.10377358490566038,0.02087746665157014
b812c987,2023-11-15 05:32:35,1.5229672029556294,1.0,0.03802818187849133,2,2,0.039018181878491376,1.0390181818784914,4,2,0.11301818187849144,1.1130181818784914,10,3,0.3866681818784914,1.3866681818784914,1.3866681818784914,1.0,0.0,0.0
0dff499f,2023-11-15 05:45:59,0.9797076001630406,1.3,0.03,1,0,0.030000000000000027,1.023076923076923,1,0,0.030000000000000027,1.023076923076923,2,0,0.06000000000000005,1.0461538461538462,1.0461538461538462,1.0,0.0,0.0
bd1ccf91,2023-11-15 05:45:59,1.3342325901351502,1.0,0.02639497297112588,1,0,0.02639497297112592,1.026394972971126,14,2,0.5735593663805412,1.5735593663805412,22,2,0.654678021907575,1.654678021907575,1.6883593663805412,1.0203552256251867,0.2727272727272727,0.0
410b7108,2023-11-15 06:17:11,0.5250829829743794,1.0,0.1,1,0,0.10000000000000009,1.1,1,0,0.10000000000000009,1.1,2,0,0.20999999999999996,1.21,1.21,1.0,0.0,0.831291406575248
bc32906e,2023-11-15 05:48:23,1.6027134212243896,0.9999999999999999,0.0848130757149057,19,19,0.8882644419578868,1.888264441957887,29,19,1.6314521837030846,2.631452183703085,40,19,2.228966308277349,3.2289663082773497,3.2289663082773497,1.0,0.075,0.06571985752726099
40d2afb5,2023-11-15 05:48:59,0.6724961757460962,0.9999999999999999,0.025075225677031097,1,1,0.025075225677031132,1.0250752256770312,2,1,0.05070210631895711,1.0507021063189572,2,1,0.05070210631895711,1.0507021063189572,1.0507021063189572,1.0,0.0,0.0
18e8e6ea,2023-11-15 06:08:23,0.8000000000014968,0.9999999999999999,0.015567105939228904,1,0,0.015567105939228942,1.015567105939229,3,0,0.04822493244520831,1.0482249324452084,3,0,0.04822493244520831,1.0482249324452084,1.0482249324452084,1.0,0.0,0.0
080c5687,2023-11-15 05:55:35,13.595139817840952,1.0000000000000002,0.025336457660024375,6,6,0.13679618228997348,1.1367961822899735,77,43,8.327610136753583,9.32761013675358,98,51,8.900077560698728,9.900077560698726,10.210741658961773,1.0313799661021161,0.030612244897959183,1.0801519203019012
a71ce3cc,2023-11-15 05:56:11,1.0224880537830863,0.9999999999999999,0.04317280512616536,10,10,0.33447140644977147,1.3344714064497716,16,10,0.6757952263149493,1.6757952263149494,19,11,0.8038284339590337,1.8038284339590338,1.818763464443808,1.0082796291507585,0.05263157894736842,0.13924823087604954
a0130c21,2023-11-15 08:12:35,0.9852940097713705,0.6,0.099,30,27,1.3400299808650051,3.233383301441675,33,28,1.1542829726228674,2.923804954371446,68,36,1.3235499093561565,3.205916515593594,3.4926909677108973,1.0894516281763518,0.17647058823529413,0.2000468679917656
c8e11bdf,2023-11-15 06:33:11,0.7525025945324696,1.0,0.03497100700788571,1,0,0.03497100700788569,1.0349710070078857,5,0,0.19802531228605136,1.1980253122860514,11,0,0.363821004825964,1.363821004825964,1.363821004825964,1.0,0.09090909090909091,0.0001420921776286871
f7a7365d,2023-11-15 07:01:47,1.4625430111447646,1.9999999999999998,0.010080492734484862,1,1,0.010080492734484858,1.0050402463672425,5,1,0.12800115468691664,1.0640005773434584,26,2,1.2385172672638995,1.6192586336319499,1.6192586336319499,1.0,0.0,0.0
1d9bb0da,2023-11-15 06:59:35,1.0389519849232258,30.0,0.007166142410497921,1,0,0.0071661424104974,1.0002388714136832,1,0,0.0071661424104974,1.0002388714136832,5,0,0.5969734876033286,1.0198991162534443,1.0198991162534443,1.0,0.0,0.0
f8010495,2023-11-15 07:05:47,0.6227558342981911,1.0,0.012696316798496756,1,1,0.01269631679849681,1.0126963167984968,1,1,0.01269631679849681,1.0126963167984968,5,4,0.06663959640868344,1.0666395964086834,1.0666395964086834,1.0,0.0,0.0
18945570,2023-11-15 07:25:47,1.0313501409816996,20.0,0.01,1,0,0.010000000000001563,1.0005000000000002,1,0,0.010000000000001563,1.0005000000000002,2,0,0.2907228518457181,1.0145361425922859,1.0145361425922859,1.0,0.5,2.1035062073449526
2d8fadbc,2023-11-15 07:40:47,1.0,20.572747276810375,0.07,1,0,0.07000000000000028,1.003402559660999,1,0,0.07000000000000028,1.003402559660999,2,0,0.9520381457482188,1.0462766655779296,1.0462766655779296,1.0,0.0,1.843495075744881
b43e69e0,2023-11-15 07:59:59,1.2623603476471421,0.5,0.01585333860847891,2,0,0.016843338608478864,1.0336866772169577,5,0,0.07123159275418134,1.1424631855083627,10,1,0.12215176468055444,1.2443035293611089,1.2443035293611089,1.0,0.2,0.0018334867726980415
d4533618,2023-11-15 08:34:35,0.7225350553915643,1.0,0.1404590385039083,55,55,2.7228185207182536,3.7228185207182536,63,56,2.1518826953476866,3.1518826953476866,76,61,2.077512188798424,3.077512188798424,4.032468520718253,1.3103013971465958,0.10526315789473684,4.300171418086563e-09
853b532f,2023-11-15 12:41:23,1.0,5.0,0.01,1,0,0.009999999999999787,1.002,1,0,0.009999999999999787,1.002,1,0,5.979113414866788e-05,1.0000119582268296,1.002,1.001988018,1.0,0.0
6af29365,2023-11-15 08:42:11,1.6402307826207303,1.0,0.032,1,0,0.03200000000000003,1.032,2,0,0.07200000000000006,1.072,9,0,0.3676999999999999,1.3677,1.3677,1.0,0.0,0.0
fb89d88d,2023-11-16 08:43:23,1.4457204773470271,0.9999999999999998,0.025336457660022797,6,6,0.13679618228996615,1.1367961822899662,20,8,0.5547375517148989,1.5547375517148991,37,10,1.432735178757442,2.4327351787574423,2.650197519736158,1.0893900589252745,0.05405405405405406,1.3059148233691416
83881dfa,2023-11-24 13:34:59,0.49630983182603394,0.14,0.05,1,0,0.04999999999999999,1.357142857142857,1,0,0.04999999999999999,1.357142857142857,1,0,0.04999999999999999,1.357142857142857,1.357142857142857,1.0,0.0,5.56333421050286
ebb33197,2023-11-15 11:24:23,0.8810209504201009,0.9999999999999999,0.01149021666134178,6,6,0.06541884970625522,1.0654188497062553,8,6,0.08851679742449636,1.0885167974244965,9,6,0.18806679742449617,1.1880667974244963,1.1880667974244963,1.0,0.0,0.0
92314ef2,2023-11-15 08:53:23,1.0,15.0,0.0297,1,1,0.02970000000000006,1.00198,1,1,0.02970000000000006,1.00198,2,1,0.07970000000000077,1.0053133333333333,1.0053133333333333,1.0,0.0,1.0160835027491621
306edd22,2023-11-15 09:05:11,2.3558897630824376,0.9999999999999999,0.099,24,24,1.4001010926099515,2.400101092609952,41,25,2.1227455526172836,3.122745552617284,78,35,2.9671443955616468,3.967144395561647,4.253838621848812,1.0722671518102318,0.32051282051282054,0.07399358185881348
0fc8a41a,2023-11-15 09:18:11,1.1470833292574296,10.0,0.01,1,0,0.009999999999999787,1.001,7,0,0.10522323549664492,1.0105223235496645,10,0,0.770843423663857,1.0770843423663856,1.0770843423663856,1.0,0.5,0.0
fd9e7a27,2023-11-15 09:22:35,1.0,0.1,0.0995,1,1,0.0995,1.995,1,1,0.0995,1.995,2,1,0.1495,2.4949999999999997,2.4949999999999997,1.0,0.0,0.0
51186cc1,2023-11-15 11:01:23,1.0039534034668858,10.002500000000001,0.04975,1,1,0.04974999999999952,1.0049737565608596,1,1,0.04974999999999952,1.0049737565608596,3,1,0.08954999999999913,1.0089527618095475,1.0089527618095475,1.0,0.0,0.0
887e6866,2023-11-17 06:49:35,0.6991969517101091,7.690000000000001,4.95,7,6,26.223868749999998,4.410125975292587,25,18,11.94546616299198,2.5533766141732093,68,26,14.5444118629662,2.891340944468946,4.410125975292587,1.5252874219932566,0.14705882352941177,0.0
c444538c,2023-11-15 09:37:11,1.9443088665694246,0.9999999999999999,0.019508791827903632,26,25,0.3697562839282119,1.369756283928212,62,29,1.4822266583777859,2.4822266583777863,107,50,3.813443487945685,4.813443487945686,4.813443487945686,1.0,0.009345794392523364,0.13255874365049874
8568c26b,2023-11-16 09:40:23,0.5817362436989827,0.41000000000000003,0.1,1,0,0.09999999999999998,1.2439024390243902,1,0,0.09999999999999998,1.2439024390243902,1,0,0.09999999999999998,1.2439024390243902,1.2439024390243902,1.0,0.0,1.3223515932437704
722efbaa,2023-11-15 09:46:35,1.0,10.0,0.01,1,0,0.009999999999999787,1.001,1,0,0.009999999999999787,1.001,1,0,0.26195496872326807,1.0261954968723268,1.0261954968723268,1.0,1.0,0.0
22cc8612,2023-11-15 10:00:47,0.9507494886225812,1.0,0.5,1,0,0.5,1.5,1,0,0.5,1.5,1,0,0.5,1.5,1.5,1.0,0.0,0.0
8b2b47bf,2023-11-15 13:27:23,1.0803377408352064,5.0,0.1485,11,11,1.4242799989877115,1.2848559997975424,13,11,1.762415452086218,1.3524830904172436,25,11,2.756783125876887,1.5513566251753774,1.5513566251753774,1.0,0.08,0.0
a82da999,2023-11-15 10:19:23,0.5756290324979517,0.9999999999999999,0.03185152049485586,23,23,0.3170553281628511,1.3170553281628512,23,23,0.3170553281628511,1.3170553281628512,25,23,0.012410437271641928,1.012410437271642,1.3220553281628513,1.305849168965183,0.36,0.0
2887a991,2023-11-15 10:37:35,1.62267349522712,1.5000000000000002,0.0373078012388181,4,3,0.12967862322601498,1.08645241548401,14,3,0.46503957250941275,1.3100263816729418,33,4,1.1171484882690759,1.7447656588460505,1.761559722492609,1.0096253978644134,0.06060606060606061,0.0
abd94c60,2023-11-15 11:04:35,1.198379945796821,0.7999999999999999,0.03247434442333502,4,3,0.11744372890076338,1.1468046611259541,8,5,0.2734366288819493,1.3417957861024368,12,5,0.47991890407737314,1.5998986300967164,1.5998986300967164,1.0,0.0,0.46168897610943266
107a3b60,2023-11-16 03:48:47,1.0953433549343758,4.0,0.025,1,0,0.025000000000000355,1.00625,2,0,0.1349999999999998,1.03375,5,0,0.29499999999999993,1.07375,1.07375,1.0,0.0,0.0
b56b4d00,2023-11-15 11:06:35,1.116510633015404,10.0,0.09,1,0,0.08999999999999986,1.009,1,0,0.08999999999999986,1.009,4,0,0.7058088986797504,1.070580889867975,1.070580889867975,1.0,0.0,0.0
abe01d32,2023-11-15 11:17:59,1.1666542535608717,10.0,0.01,1,0,0.009999999999999787,1.001,2,0,0.015000000000000568,1.0015,5,1,0.8339283451529003,1.0833928345152901,1.0833928345152901,1.0,0.2,3.027345448045918
99a88db8,2023-11-16 21:04:11,0.8141911136762447,1.0,0.03091377776159445,9,4,0.22587970427645088,1.2258797042764509,21,4,0.786266192751883,1.786266192751883,24,4,0.8974215419719256,1.8974215419719256,1.9785184433532579,1.0427405821992781,0.041666666666666664,0.3304537062004378
7b1a0984,2023-11-15 11:26:11,1.5791125875031333,1.5999999999999999,0.04378460951716981,6,5,0.19419423159866245,1.1213713947491641,15,5,0.6458703295930837,1.4036689559956774,40,6,1.4446161620477602,1.9028851012798502,2.0109057931810077,1.0567667968121168,0.1,1.7455711675830085e-05
